genome_id	genome_name
368407.15	Methanoculleus marisnigri JR1
1528098.3	Rickettsiales bacterium Ac37b
1714261.4	Thermocladium sp. ECH_B
1867258.4	Candidatus Methanomethylicus mesodigestum strain V2
192.50	Azospirillum brasilense strain Sp7
1530195.3	Pseudoclavibacter terrae strain THG-MD12
2699749.4	Leptolinea sp. strain AS27yjCOA_114
86177.10	Halomonas utahensis strain DSM 3051
2026742.403	Gemmatimonadetes bacterium strain Skiv_18-Q3-R9-52_BAT3C.167
644383.5	Thermosporothrix hazakensis strain SK20-1
938288.5	Clostridiales bacterium 9401234
1104576.4	Candidatus Iainarchaeum andersonii SCGC AAA011-E11
927661.3	Cryptosporangium arvum DSM 44712
1214225.3	Acidocella sp. MX-AZ02
1935123.3	Candidatus Hydrothermae bacterium JdFR-72 strain JdFR-72
1960156.3	Abditibacterium utsteinense strain LMG 29911
2182787.3	Salinisphaeraceae bacterium OUC007
1123508.9	Zavarzinella formosa DSM 19928 TH-08apr19-96
2715251.14	Candidatus Paceibacter sp. strain BE2012_33_23
224325.10	Archaeoglobus fulgidus DSM 4304
1379698.3	candidate division ZIXI bacterium RBG-1
879308.3	Peptoniphilus sp. oral taxon 375 str. F0436
1123401.3	Thiothrix lacustris DSM 21227
1122175.4	Leucobacter chironomi DSM 19883
289397.4	Mycoplasma bovis PG45
455632.4	Streptomyces griseus subsp. griseus NBRC 13350
382464.3	Verrucomicrobiae bacterium DG1235
1121877.3	Ferrimicrobium acidiphilum DSM 19497
2049035.8	Mogibacterium sp. strain 15WH
1193729.4	Candidatus Endolissoclinum patella L2
344747.3	Planctomyces maris DSM 8797
375175.92	Lactobacillus backii strain JCM 18665
1247963.7	Parvularcula oceani strain JLT2013
1463632.3	Nesterenkonia sp. MY13
2883571.16	Candidatus Microgenomatus sp. strain BE2012_45_76
2163959.4	Candidatus Carbobacillus altaicus strain Bu53
2681987.3	Blochmannia endosymbiont of Colobopsis nipponica strain CNIPBac
1765683.10	Acidibacillus ferrooxidans strain ITV01
713887.8	Candidatus Atelocyanobacterium thalassa isolate ALOHA
1495769.5	Candidatus Evansia muelleri
1653831.38	Blattabacterium cuenoti strain CARBpar
2603660.3	Planctomycetales bacterium 10988
2070337.3	Curtobacterium sp. SGAir0471 strain not applicable
1304158.3	Salinisphaera halophila strain KSM-18
244581.5	Candidatus Caedibacter acanthamoebae
169435.7	Anaerotruncus colihominis strain An251
1188247.3	Rhodothalassium salexigens DSM 2132
638301.3	Granulicatella adiacens ATCC 49175
640132.3	Segniliparus rotundus DSM 44985
2203219.4	Chitinophaga sp. T22
2750945.3	Commensalibacter sp. M0391
251221.4	Gloeobacter violaceus PCC 7421
2590022.3	Sulfurimonas sp. GYSZ_1
2742204.3	Methyloligella sp. GL2
1453500.3	Schleiferia thermophila str. Yellowstone
1903277.3	Nitrosotalea sp. SbT1 strain SBT1
2527983.3	Planctomycetes bacterium Pan44
673862.3	delta proteobacterium BABL1
2763032.3	Butyricimonas sp. NSJ-56
1321371.13	Holospora undulata HU1
85962.8	Helicobacter pylori 26695
760192.3	Haliscomenobacter hydrossis DSM 1100
519441.6	Streptobacillus moniliformis DSM 12112
2852100.3	Candidatus Phytoplasma sp. AldY-WA1
418701.3	Litoricola lipolytica strain IMCC 1097
1914869.3	Rhizobiales bacterium IMCC20636
1163385.3	Peanut witches'-broom phytoplasma NTU2011
1278311.3	Acholeplasma axanthum ATCC 25176
367791.6	Flammeovirga yaeyamensis strain NBRC:100898 strain not applicable
246195.4	Dichelobacter nodosus VCS1703A
1499107.3	Smithella sp. SCADC
1318466.3	Acholeplasma palmae J233
174633.135	Candidatus Kuenenia stuttgartiensis GH-07nov19-223
2675797.3	Enterobacteriaceae endosymbiont of Plateumaris sericea strain PserSym
1121389.3	Desmospora activa DSM 45169
1930593.3	Vampirococcus sp. LiM
2720780.3	Candidatus Adamsella avium strain Chicken_20_mag_183
2250252.3	uncultured bacterium clone BY
61635.6	Acholeplasma brassicae strain 0502
661478.3	Fimbriimonas ginsengisoli Gsoil 348
483423.4	Estrella lausannensis strain CRIB-30
2847991.4	Geomonas nitrogeniifigens RG29
255719.3	Buchnera aphidicola (Chaitophorus populeti) strain CpopBac
2606450.3	Alicyclobacillus sp. TC
859654.3	Candidatus Blochmannia vafer str. BVAF
767452.9	Serinicoccus chungangensis strain CD08_5
641510.7	Oceanisphaera arctica strain KCTC 23013
2024824.23	Balneola sp. strain HXMU1420-1
1219084.8	Thermotoga hypogea NBRC 106472
2491083.3	Candidatus Methanoliparum thermophilum strain NM1a
985867.6	Candidatus Odyssella thessalonicensis L13
939857.3	SAR406 cluster bacterium SCGC AAA298-D23
1120960.3	Agromyces subbeticus DSM 16689
182264.3	Sporotomaculum syntrophicum strain FB
1197129.14	Candidatus Brocadia sinica JPN1
1437425.3	Criblamydia sequanensis CRIB-18
1817954.8	uncultured Candidatus Hydrogenedens sp. strain AG-470-J09
29553.8	Mycoplasma bovirhinis strain NCTC10118
479430.3	Actinospica robiniae DSM 44927
679199.3	Alloprevotella rava F0323
1408439.3	Fusobacterium perfoetens ATCC 29250
1985113.19	uncultured Candidatus Actinomarina sp. strain AG-333-G15
1217720.3	Roseomonas sp. B5
2527989.3	Planctomycetes bacterium CA12
1082479.3	Limimonas halophila strain DSM 25584
1312852.3	Thermoanaerobaculum aquaticum strain MP-01
1541959.3	Mollicutes bacterium HR1
1898207.3493	Clostridiales bacterium strain MGYG-HGUT-01506
1121903.5	Hugenholtzia roseola DSM 9546
1122605.3	Niabella aurantiaca DSM 17617
2902423.3	Candidatus Nanosynbacter sp. HMT352 strain KC1
1118964.8	Mycoplasma hyorhinis SK76
1105114.3	Rickettsia montanensis str. OSU 85-930
1969167.3	Blautia sp. LMAG:30
877466.5	Thermoflexus hugenholtzii JAD2 strain JAD2
2840882.4	Candidatus Onthoplasma faecipullorum BRZ_HV__bin6
2586642.3	Desulfobotulus sp. PAR22N
984262.3	Saprospira grandis str. Lewin
1041930.6	Methanocella conradii HZ254
2831673.3	Virgibacillus sp. NKC19-16
98793.5	Buchnera aphidicola (Rhopalosiphum padi) strain Rpa
1081631.12	Candidatus Schneideria nysicola strain NB
1229909.8	Candidatus Nitrosopumilus sp. AR2
1314958.3	Parachlamydiaceae bacterium HS-T3
1121902.6	Eisenibacter elegans DSM 3317
2937801.4	Conexibacter sp. DBS9H8
883.4	Desulfovibrio vulgaris str. 'Miyazaki F'
1500286.3	Chryseobacterium sp. OV259
2053509.37	Candidatus Atribacteria bacterium strain RT761
2365003.3	Candidatus Syntrophoarchaeum sp. WYZ-LMO15
2744556.10	Candidatus Jidaibacter sp. CoA8_M11
1720083.4	Lactobacillus sp. HSLZ-75
668570.3	Methanospirillum lacunae strain Ki8-1
1637999.4	Verrucomicrobia bacterium IMCC26134
2593301.3	Reinekea sp. SSH23
2666341.5	Candidatus Methanofastidiosum sp. strain Go_SlDig_bin_403
411475.3	Flavonifractor plautii ATCC 29863
1903058.8	Candidatus Xiphinematobacter sp. strain P23
1298860.3	Microbacterium sp. URHA0036
2817381.3	Patulibacter sp. SYSU D01012
2948573.3	Peptoniphilus sp. SAHP1
1796619.3	Irregularibacter muris DSM 28593
1931216.3	Lentisphaera sp. strain SulCav_AS07-7_55_126
880072.3	Desulfobacca acetoxidans DSM 11109
212042.8	Anaplasma phagocytophilum HZ
2030824.25	Phycisphaera sp. strain HK-STAS-PLAN-4
1965617.3	Elusimicrobium sp. An273 strain An273
254246.4	Aquicella lusitana strain SGT-39
145458.9	Rathayibacter toxicus strain WAC3373
2072845.3	Endozoicomonas sp. OPT23
1922217.8	Candidatus Erwinia haradaeae strain ErCikochiana
2485926.5	Atopobiaceae bacterium strain MGYG-HGUT-02405
1579370.3	archaeon GW2011_AR10
1911683.3	Tenericutes bacterium MZ-XQ
2045207.3	Salipaludibacillus sp. KQ-12
697581.3	Thermofilum carboxyditrophus 1505
511145.12	Escherichia coli str. K-12 substr. MG1655
37923.8	Kocuria kristinae strain RSA28
658266.3	uncultured Anaeroplasmataceae bacterium strain MGBC104323
401619.11	Candidatus Riesia pediculicola strain BR-HL
2840719.4	Candidatus Caccopulliclostridium gallistercoris BRZ_A__bin6
53443.32	Blautia hydrogenotrophica strain MGYG-HGUT-00035
794903.4	Opitutaceae bacterium TAV5
34034.14	uncultured delta proteobacterium strain 86
1902245.3	Nakamurella sp. s14-144 strain S14-144
716544.4	Waddlia chondrophila WSU 86-1044
2026745.21	Halobacteriovoraceae bacterium strain HK-STAS-BDEL-3
1380390.4	Solirubrobacterales bacterium URHD0059
521045.3	Kosmotoga olearia TBF 19.5.1
1041809.3	Candidatus Arthromitus sp. SFB-mouse-Yit
744985.3	alpha proteobacterium HIMB59
926569.3	Anaerolinea thermophila UNI-1
2675786.3	Enterobacteriaceae endosymbiont of Donacia thalassina strain DthaSym
321332.11	Synechococcus sp. JA-2-3B'a(2-13)
2608089.5	Ekhidna sp. strain SP5BCY1
708126.12	Jeotgalibaca dankookensis strain CL-AS1
220668.9	Lactobacillus plantarum WCFS1
2527970.3	Planctomycetes bacterium Enr8
1048339.7	Sporichthya polymorpha DSM 43042
526218.6	Sebaldella termitidis ATCC 33386
243274.5	Thermotoga maritima MSB8
2185103.3	Elioraea sp. bin.267
272635.4	Mycoplasma pulmonis UAB CTIP
1081644.3	Candidatus Aquiluna sp. IMCC13023
1051632.5	Sulfobacillus acidophilus TPY
1276220.3	Spiroplasma taiwanense CT-1
763993.3	Pseudokineococcus lusitanus strain CECT 7306
2715251.3	Candidatus Paceibacter sp. strain MAG_10
1882752.29	Singulisphaera sp. GP187 AE-03may19-10
96561.5	Desulfococcus oleovorans Hxd3
2014296.3	bacterium (Candidatus Stahlbacteria) CG23_combo_of_CG06-09_8_20_14_all_40_9
1448929.4	Candidatus Fervidibacter sacchari PD1
694429.7	Pyrolobus fumarii 1A
112248.3	Seinonella peptonophila strain DSM 44666
1401685.3	Candidatus Xenolissoclinum pacificiensis L6
441771.6	Clostridium botulinum A str. Hall
2049039.65	Phascolarctobacterium sp. strain L2_037_000M1_dasL2_037_000M1_concoct_88
1898203.3468	Lachnospiraceae bacterium UW_TS_LCO2_1
2614248.12	Ardenticatenales bacterium strain HK-STAS-CHLO-8
1501.7	Clostridium pasteurianum strain GL11
1735162.9	Candidatus Peribacter riflensis strain RIFOXYD1_FULL_PER-ii_59_16
742816.3	Megamonas funiformis YIT 11815
1215343.11	Liberibacter crescens BT-1
2606906.3	Thermoanaerobacteraceae bacterium A05MB
234826.6	Anaplasma marginale str. St. Maries
1082276.3	Hydrogenispora ethanolica strain LX-B
1878935.3	Buchnera aphidicola (Cinara confinis)
2732067.3	Nitrosomonadales bacterium 0125_3
469812.4	Candidatus Clavichlamydia salmonicola strain ET
2746921.3	Puniceicoccaceae bacterium Marseille-Q1082
2749086.3	Hyphobacterium sp. CCMP332
1561003.5	bacterium 2013Arg42i strain 2013Ark11
1238.86	Piscirickettsia salmonis A1-15972
2847780.3	Atribacter sp. strain FI88_36_49
2382161.3	Halocella sp. SP3-1
1712378.5	Epulopiscium sp. SCG-C07WGA-EpuloA2 strain SCG-C07WGA-EpuloA2
2670412.5	Candidatus Thalassarchaeum sp. strain BS30m-G33
478801.5	Kytococcus sedentarius DSM 20547
1903181.3	Euryarchaeota archaeon HMET1
1376.123	Aerococcus urinae strain CCUG36881
2675790.3	Enterobacteriaceae endosymbiont of Macroplea appendiculata strain MappSym
29343.3	"[Clostridium] cellulosi strain DG5"
192952.21	Methanosarcina mazei Go1
1265507.3	Succinimonas amylolytica DSM 2873
688246.3	Prevotella multisaccharivorax DSM 17128
2301224.3	Wenzhouxiangella sp. 15181
2719988.3	Spirochaetales bacterium BR193
755178.3	Cyanobacterium aponinum PCC 10605
1121920.7	Geothrix fermentans DSM 14018
2715251.19	Candidatus Paceibacter sp. strain BE2011_3_41_10
2026885.4	Candidatus Acetothermia bacterium Ran1 strain BARAN1 MAG
2594476.3	Carboxylicivirga sp. M1479
59196.3	Rickettsiella grylli
2857064.3	Emcibacteraceae bacterium Y4
2681470.3	Chlamydiifrater volucris strain 15-2067_O50
1293586.8	Vulcanisaeta souniana JCM 11219
2654184.5	Candidatus Hydrogenedens sp. strain RI_113
2108365.3	Oceanotoga sp. sy52
2791014.3	Malacoplasma sp. MAG2
1056495.6	Caldisphaera lagunensis DSM 15908
2922716.3	Fundidesulfovibrio sp. SG60
272632.4	Mycoplasma mycoides subsp. mycoides SC str. PG1
637679.5	Kordiimonas lacus strain CGMCC 1.9109
203267.6	Tropheryma whipplei str. Twist
1969565.3	Eubacterium sp. LMAG:57
1070130.4	Candidatus Gullanella endobia strain GEFVIR
1852921.3	Tenericutes bacterium ADurb.BinA124
1158345.3	Persephonella sp. KM09-Lau-8
671143.5	Candidatus Methylomirabilis oxyfera
2231648.3	Vibrio sp. G62
2558174.3	Candidatus Hydrogenosomobacter endosymbioticus 200920
272563.8	Clostridium difficile 630
2528828.3	bacterium (Candidatus Stahlbacteria) strain E44_bin36
1150474.3	Mesoaciditoga lauensis cd-1655R = DSM 25116
2099665.9	Ardenticatenia bacterium strain EsbW_18-Q3-R4-48_MAXAC.090
1123355.3	Terasakiella pusilla DSM 6293
1273541.5	Pyrodictium delaneyi strain Hulk
1898112.199	Rhodospirillaceae bacterium strain Skiv_18-Q3-R9-52_MAXAC.177
1423811.3	Lactobacillus tucceti DSM 20183
2231116.12	Tenericutes bacterium strain zrk6
2824558.3	Ideonella sp. WA131b
203119.11	Clostridium thermocellum ATCC 27405
393595.15	Alcanivorax borkumensis SK2
190192.8	Methanopyrus kandleri AV19
222136.3	Helicobacter sp. MIT 01-6242
2073117.236	Anaerolineales bacterium strain HK-STAS-CHLO-43
1670831.3	Egibacter rhizosphaerae strain EGI 80759
521011.8	Methanosphaerula palustris E1-9c
142586.2329	Eubacterium sp. UW_TS_EUB1_3
1121881.44	Ferrithrix thermotolerans DSM 19514 TH-08apr19-218
521674.6	Planctomyces limnophilus DSM 3776
1214914.3	Sulfobacillus thermosulfidooxidans str. Cutipay
885272.3	Jonquetella anthropi DSM 22815
669502.32	Candidatus Profftella armatura strain JRPAMB3
525903.6	Thermanaerovibrio acidaminovorans DSM 6589
317013.84	Xanthomonas phaseoli pv. phaseoli ATCC 49119
357244.4	Orientia tsutsugamushi str. Boryong
1712261.7	Pyruvatibacter mobilis strain CGMCC 1.15125
331636.3	Chlamydophila psittaci 6BC
694431.3	Desulfurella acetivorans A63
2483795.5	Brevibacterium sp. S111
309798.4	Coprothermobacter proteolyticus DSM 5265
1134406.9	Ornatilinea apprima strain P3M-1
1837344.3	Propioniciclava sinopodophylli strain KCTC 33808
562970.4	Kyrpidia tusciae DSM 2912
2014781.3	Neglecta sp. Marseille-P3890
1123256.3	Singularimonas variicoloris DSM 15731
698968.3	Corynebacterium diphtheriae HC02
174633.148	Candidatus Kuenenia stuttgartiensis MoH-02may19-292
565575.4	Ureaplasma urealyticum serovar 10 str. ATCC 33699
1638221.3	Thermococcus sp. 21S7 strain not applicable
1203568.3	Dermabacter sp. HFH0086
1987921.3	Candidatus Profftia lariciata strain Ad13-081
2866311.3	Ruficoccus sp. ZRK36
34097.9	Brevinema andersonii strain ATCC 43811
1291737.4	Lactobacillus otakiensis JCM 15040
1962911.3	Bryobacter sp. strain CoA8 C33
1121390.3	Desulfacinum hydrothermale DSM 13146 strain DSM 13146
1655435.4	Serinibacter sp. K3-2
869212.3	Turneriella parva DSM 21527
208964.12	Pseudomonas aeruginosa PAO1
2341113.3	Guyparkeria sp. SCN-R1
1075417.3	Catalinimonas alkaloidigena strain DSM 25186
272634.6	Mycoplasma pneumoniae M129
1629062.3	Antricoccus suffuscus strain DSM 100065
2802285.4	Candidatus Hepatincola sp. Av
1632864.5	Planctomyces sp. SH-PL14
262316.17	Mycobacterium avium subsp. paratuberculosis K-10
1156913.3	Amycolatopsis orientalis HCCB10007
1384638.4	Aridibacter famidurans mag.1
2735565.11	Candidatus Peribacter sp. strain SI072_bin1
2904247.7	Fulvivirga sp. SW1-E11
1594731.7	Candidatus Westeberhardia cardiocondylae Cma
1499681.3	Collinsella sp. MS5
1628191.3	Brevundimonas sp. KM4
399550.11	Staphylothermus marinus F1
2024848.4	Parvibaculum sp. strain EAC77
1415779.3	Polycyclovorans algicola TG408
1749074.3	Mycoplasma sp. (ex Biomphalaria glabrata)
2040290.3	Helcococcus sp. Marseille-P4590
1298851.4	Thermosulfidibacter takaii ABI70S6
637387.12	Mycoplasma fermentans JER
1379910.4	Rufibacter sp. DG31D
2656650.3	Auraticoccus sp. F435
552396.3	Erysipelotrichaceae bacterium 5_2_54FAA
495820.6	Spirobacillus cienkowskii strain binning01
1458469.3	Pseudobutyrivibrio ruminis HUN009
443906.13	Clavibacter michiganensis subsp. michiganensis NCPPB 382
69895.3	Tindallia magadiensis strain Z-7934
391009.9	Thermosipho melanesiensis BI429
323848.4	Nitrosospira multiformis ATCC 25196
167546.4	Prochlorococcus marinus str. MIT 9301
999630.6	Thermoproteus uzoniensis 768-20
2840752.4	Candidatus Coprosoma intestinipullorum BRZ_ID__bin100
229919.9	Anaerolinea thermolimosa strain IMO-1
1852373.16	Murdochiella vaginalis strain MGYG-HGUT-01563
1123518.3	Thiomicrospira sp. Kp2
312540.4	Acidiplasma cupricumulans strain BH2
441768.5	Acholeplasma laidlawii PG-8A
2886196.3	Lentisphaerae bacterium WC36
1121447.3	Desulfovibrio frigidus DSM 17176
2024856.6	Roseibacillus sp. strain SP127
1903720.442	Bacilli bacterium UW_DM_BACIL1_1
2499687.15	Caldisericum sp. 2016_B01_C_4
416213.14	Ferrovum myxofaciens strain S2.4
314285.4	Congregibacter litoralis KT71
429009.3	Ammonifex degensii KC4
635013.3	Thermincola potens JR
2588535.4	Candidatus Methylopumilus rimovensis strain MMS-RI-1
2721128.3	Candidatus Heteroclostridium caecigallinarum strain Chicken_24_mag_188
872965.10	Ardenticatena maritima strain 110S
547188.18	Phycisphaera mikurensis SulCav_PC08_64_54_21
2699756.5	Syntrophorhabdus sp. strain Go_SlDig_bin_65
1125411.11	Candidatus Thioglobus singularis PS1
1958892.5	Oceanococcus sp. strain MS8
1274.3	Dermacoccus nishinomiyaensis strain M25
1736408.3	Nocardioides sp. Soil774
2715251.55	Candidatus Paceibacter sp. KUB_Bin06
522772.6	Denitrovibrio acetiphilus DSM 12809
2026735.213	Deltaproteobacteria bacterium strain AP2
1121476.3	Dethiosulfatibacter aminovorans DSM 17477
2819258.8	Candidatus Saccharicenans sp. A05DMB19
1262751.3	Bacteroides sp. CAG:770
1189303.13	Candidatus Sulcia muelleri PSPU
595671.3	Amnibacterium kyonggiense strain DSM 24782
1776390.3	Peptoniphilus sp. KHD5
1307761.3	Spirochaeta sp. L21-RPul-D2
2840936.3	Candidatus Scatousia excrementipullorum BRZ_S__bin182
420247.28	Methanobrevibacter smithii ATCC 35061
1986204.3	Anaerolineaceae bacterium CAMBI-1 strain CAMBI-1
1202785.3	Methylacidiphilum kamchatkense Kam1
2231116.15	Tenericutes bacterium strain zrk2
1218074.4	Burkholderia acidipaludis NBRC 101816
1586337.3	uncultured Arenicella sp. strain 0.2_20180502_Bin_MAXBIN_123_sub_1
1776334.4	Hadesarchaea archaeon YNP_45
568817.3	Serratia symbiotica str. 'Cinara cedri'
244328.197	uncultured Clostridia bacterium min17_bin01
2760807.28	Lewinellaceae bacterium strain HK-STAS-BACT-26
932217.10	Anaerosalibacter bizertensis strain N103
2903142.6	Rhabdothermincola sp. EGI L10124
1719125.3	Candidatus Riesia sp. GBBU strain GBBU
2569760.3	Terrabacteria group bacterium ANGP1 strain NP_1
2687299.4	Candidatus Vondammii sp. HM_W22
2738.13	Vagococcus fluvialis strain DIV0098
