genome_id	genome_name	score
1294296.4	Luteibaculum oceani strain JCM 18817	38
2741701.3	Candidatus Paracaedibacteraceae bacterium 'Lake Konstanz'	38
1946432.3	Empedobacter sp. UBA2044	38
441771.6	Clostridium botulinum A str. Hall	38
1335757.3	Spiribacter sp. UAH-SP71	38
669502.32	Candidatus Profftella armatura strain JRPAMB3	37
2528828.3	bacterium (Candidatus Stahlbacteria) strain E44_bin36	37
2044944.49	Sphingobacteriales bacterium strain Aved_18-Q3-R54-62_MAXAC.344	37
272632.4	Mycoplasma mycoides subsp. mycoides SC str. PG1	37
570509.6	Spiroplasma melliferum KC3	37
251538.3	Candidatus Blochmannia ocreatus C-006	37
1339239.3	Cetobacterium sp. ZOR0034	37
1852022.3	Roseitalea porphyridii strain MA7-20	37
472834.3	Candidatus Purcelliella pentastirinorum strain OLIH	37
190304.8	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	37
2268201.25	Synergistales bacterium strain UFZ-4H10	37
649638.3	Truepera radiovictrix DSM 17093	37
426355.14	Methylobacterium radiotolerans JCM 2831	37
2026724.900	Chloroflexi bacterium strain L227-S17	37
2828656.4	Spirochaetales bacterium F1F22	37
1448132.3	Mycoplasma molare ATCC 27746	37
547188.18	Phycisphaera mikurensis SulCav_PC08_64_54_21	37
1505596.4	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri strain 675	36
744985.3	alpha proteobacterium HIMB59	36
1579378.3	archaeon GW2011_AR20	36
1120960.3	Agromyces subbeticus DSM 16689	36
1594731.5	Candidatus Westeberhardia cardiocondylae Cmi	36
1749074.3	Mycoplasma sp. (ex Biomphalaria glabrata)	36
661478.3	Fimbriimonas ginsengisoli Gsoil 348	36
1461337.4	Aestuariispira insulae strain CECT 8488	35
59196.3	Rickettsiella grylli	35
1678840.5	Flexilinea flocculi strain TC1	35
1238.86	Piscirickettsia salmonis A1-15972	35
251221.4	Gloeobacter violaceus PCC 7421	35
1304158.3	Salinisphaera halophila strain KSM-18	35
1796619.3	Irregularibacter muris DSM 28593	35
1081631.12	Candidatus Schneideria nysicola strain NB	35
445971.6	Anaerofustis stercorihominis DSM 17244	35
511435.3	Candidatus Azobacteroides pseudotrichonymphae	35
2840882.4	Candidatus Onthoplasma faecipullorum BRZ_HV__bin6	35
2026779.219	Planctomycetaceae bacterium strain ih15	35
1262133.3	candidate division OP9 bacterium OP9-cSCG	35
2699749.4	Leptolinea sp. strain AS27yjCOA_114	35
429009.3	Ammonifex degensii KC4	34
1946319.3	Chloracidobacterium sp. UBA4728	34
2732163.3	Limnobacter sp. SAORIC-580	34
519441.6	Streptobacillus moniliformis DSM 12112	34
228908.8	Nanoarchaeum equitans Kin4-M	34
1408416.3	Acholeplasma hippikon ATCC 29725	34
2782161.3	Deferribacteraceae bacterium V6Fe1	34
2558277.3	Granulicatella sp. WM01	34
1321814.3	Eubacterium brachy ATCC 33089	34
388746.3	Puniceicoccus vermicola strain JCM14086	34
1163385.3	Peanut witches'-broom phytoplasma NTU2011	34
2527970.3	Planctomycetes bacterium Enr8	34
697581.3	Thermofilum carboxyditrophus 1505	34
1177218.3	Candidatus Gillettellia cooleyia strain 19-005	34
34097.9	Brevinema andersonii strain ATCC 43811	34
1530195.3	Pseudoclavibacter terrae strain THG-MD12	33
1276220.3	Spiroplasma taiwanense CT-1	33
2821536.3	Chloracidobacterium sp. D	33
262723.5	Mycoplasma synoviae 53	33
312540.4	Acidiplasma cupricumulans strain BH2	33
495820.6	Spirobacillus cienkowskii strain binning01	33
98793.5	Buchnera aphidicola (Rhopalosiphum padi) strain Rpa	33
583355.3	Coraliomargarita akajimensis DSM 45221	32
1123401.3	Thiothrix lacustris DSM 21227	32
1415779.3	Polycyclovorans algicola TG408	32
1505597.4	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757	32
456827.3	Candidatus Cloacamonas acidaminovorans	32
224325.10	Archaeoglobus fulgidus DSM 4304	32
1331910.7	Thermogutta terrifontis strain R1	32
1051662.3	Rhodococcus fascians A44A A44a	32
33033.4	Parvimonas micra KCOM 1535; ChDC B708	32
376686.10	Flavobacterium johnsoniae UW101	32
1205680.3	Reyranella massiliensis 521	32
368407.15	Methanoculleus marisnigri JR1	32
2715251.55	Candidatus Paceibacter sp. KUB_Bin06	31
1463632.3	Nesterenkonia sp. MY13	31
174633.139	Candidatus Kuenenia stuttgartiensis LH-05nov19-139	31
1043493.3	Lysinimicrobium mangrovi NBRC 105856	31
2800819.3	Pseudonocardia sp. S2-4	31
2030827.3	Candidatus Dependentiae bacterium strain NORP98	31
2030800.124	Elusimicrobia bacterium strain Lyne_18-Q3-R50-59_MAXAC.215	31
1208918.3	Candidatus Kinetoplastibacterium crithidii TCC036E	31
521460.8	Caldicellulosiruptor bescii DSM 6725	31
2720720.3	Candidatus Rhabdochlamydia sp. W744	31
113570.3	Actinoplanes palleronii strain NBRC 14916	31
203120.7	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	31
2108365.3	Oceanotoga sp. sy52	30
394221.8	Maricaulis maris MCS10	30
1208321.3	Marinomonas sp. D104	30
743966.3	Mycoplasma bovoculi M165/69	30
716544.4	Waddlia chondrophila WSU 86-1044	30
1293054.3	Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643	30
1318466.3	Acholeplasma palmae J233	30
620903.10	Negativicoccus succinicivorans strain DSM 21255	30
2301224.3	Wenzhouxiangella sp. 15181	30
1056495.6	Caldisphaera lagunensis DSM 15908	30
1499107.3	Smithella sp. SCADC	30
2026742.403	Gemmatimonadetes bacterium strain Skiv_18-Q3-R9-52_BAT3C.167	30
321332.11	Synechococcus sp. JA-2-3B'a(2-13)	30
203123.7	Oenococcus oeni PSU-1	29
265311.5	Mesoplasma florum L1	29
637679.5	Kordiimonas lacus strain CGMCC 1.9109	29
171282.4	Mycoplasma columborale strain NCTC10179	29
869210.3	Marinithermus hydrothermalis DSM 14884	29
2528828.5	bacterium (Candidatus Stahlbacteria) strain E29_bin14	29
397948.10	Caldivirga maquilingensis IC-167	29
1675686.5	Sulfurifustis variabilis strain skN76	29
2507160.3	Aminipila sp. JN-39	29
2133960.4	Conexibacter sp. Seoho-28	29
401619.11	Candidatus Riesia pediculicola strain BR-HL	29
360411.10	Bellilinea caldifistulae strain GOMI-1	28
2601646.3	Candidatus Sneabacter namystus strain 1621	28
880073.4	Caldithrix abyssi DSM 13497	28
272634.6	Mycoplasma pneumoniae M129	28
1534747.3	Sporomusa sp. GT1	28
339860.19	Methanosphaera stadtmanae DSM 3091	28
1828648.3	Oculatella sp. LEGE 06141	28
537972.5	Helicobacter pullorum MIT 98-5489	28
242600.3	Ichthyobacterium seriolicida strain JBKA-6	28
1852373.16	Murdochiella vaginalis strain MGYG-HGUT-01563	28
909943.3	SAR116 cluster alpha proteobacterium HIMB100	28
93061.5	Staphylococcus aureus subsp. aureus NCTC 8325	28
267748.5	Mycoplasma mobile 163K	28
156889.10	Magnetococcus marinus MC-1	28
2699756.5	Syntrophorhabdus sp. strain Go_SlDig_bin_65	28
768710.3	Desulfosporosinus youngiae DSM 17734	28
1903181.3	Euryarchaeota archaeon HMET1	27
2053306.72	Ignavibacteria bacterium strain H1_BAC2	27
635013.3	Thermincola potens JR	27
1727.3	Corynebacterium variabile strain NRRL B-4201	27
1410576.3	uncultured Acidilobus sp. JCHS	27
2681987.3	Blochmannia endosymbiont of Colobopsis nipponica strain CNIPBac	27
338645.5	Candidatus Contubernalis alkalaceticum Z-7904	27
2173034.3	Clostridiales bacterium 70B-A	27
374847.13	Candidatus Korarchaeum cryptofilum OPF8	27
1280948.3	Hyphomonas sp. 22II1-22F38	27
1123355.3	Terasakiella pusilla DSM 6293	27
1882752.29	Singulisphaera sp. GP187 AE-03may19-10	27
81460.5	Mesoplasma lactucae ATCC 49193 strain 831-C4	27
655015.3	Methylocystis bryophila strain S285	27
2079007.3	Candidatus Tokpelaia sp. JSC161	27
335541.7	Syntrophomonas wolfei subsp. wolfei str. Goettingen	27
1188229.3	Candidatus Gloeomargarita lithophora D10	27
1247963.7	Parvularcula oceani strain JLT2013	27
2791014.3	Malacoplasma sp. MAG2	26
765952.4	Parachlamydia acanthamoebae UV-7	26
1306947.3	candidate division TM6 bacterium JCVI TM6SC1	26
1932692.91	Lentisphaerae bacterium strain zth2	26
1121877.3	Ferrimicrobium acidiphilum DSM 19497	26
2840752.4	Candidatus Coprosoma intestinipullorum BRZ_ID__bin100	26
335992.9	Candidatus Pelagibacter ubique HTCC1062	26
412965.8	Candidatus Vesicomyosocius okutanii HA	26
1965230.3	Burkholderiales bacterium CNM695-12	26
1089455.3	Mobilicoccus pelagius NBRC 104925	25
311458.9	Candidatus Caldiarchaeum subterraneum	25
2590022.3	Sulfurimonas sp. GYSZ_1	25
1219084.8	Thermotoga hypogea NBRC 106472	25
2715251.3	Candidatus Paceibacter sp. strain MAG_10	25
182264.3	Sporotomaculum syntrophicum strain FB	25
1191523.3	Melioribacter roseus P3M-2	25
289377.5	Thermodesulfobacterium commune DSM 2178	25
1629062.3	Antricoccus suffuscus strain DSM 100065	25
755178.3	Cyanobacterium aponinum PCC 10605	25
1953413.3	bacterium UBP10_UBA7539	25
2593301.3	Reinekea sp. SSH23	25
2670412.5	Candidatus Thalassarchaeum sp. strain BS30m-G33	25
2719988.3	Spirochaetales bacterium BR193	24
2904247.7	Fulvivirga sp. SW1-E11	24
694431.3	Desulfurella acetivorans A63	24
2080239.3	Ornatilinea sp. strain SM3-B12.1	24
220668.9	Lactobacillus plantarum WCFS1	24
2496273.3	Clostridiales bacterium SYSU GA17129	24
1041930.6	Methanocella conradii HZ254	24
1621989.5	Candidatus Desulfofervidus auxilii strain HS1 strain HotSeep1	24
1303518.3	Chthonomonas calidirosea T49	24
749219.3	Moraxella catarrhalis RH4	24
2045015.3	Peptostreptococcus sp. Marseille-P4308	24
640132.3	Segniliparus rotundus DSM 44985	24
2886196.3	Lentisphaerae bacterium WC36	24
2715251.14	Candidatus Paceibacter sp. strain BE2012_33_23	24
650150.7	Erysipelothrix rhusiopathiae str. Fujisawa	24
1776334.4	Hadesarchaea archaeon YNP_45	24
477974.6	Candidatus Desulforudis audaxviator MP104C	24
526218.6	Sebaldella termitidis ATCC 33386	24
367791.6	Flammeovirga yaeyamensis strain NBRC:100898 strain not applicable	24
1104576.4	Candidatus Iainarchaeum andersonii SCGC AAA011-E11	24
2070337.3	Curtobacterium sp. SGAir0471 strain not applicable	24
2686014.3	Neorickettsia sp. Fin17	24
37692.4	Candidatus Phytoplasma mali strain AT	24
2603660.3	Planctomycetales bacterium 10988	24
192952.21	Methanosarcina mazei Go1	24
2840719.4	Candidatus Caccopulliclostridium gallistercoris BRZ_A__bin6	24
1352.14276	Enterococcus faecium Sample_1	23
272563.8	Clostridium difficile 630	23
1394711.4	Candidatus Saccharibacteria bacterium RAAC3_TM7_1	23
2883565.11	Candidatus Elulimicrobium sp. strain SulCav_AS07-7_35_57	23
266117.10	Rubrobacter xylanophilus DSM 9941	23
242231.10	Neisseria gonorrhoeae FA 1090	23
1903277.3	Nitrosotalea sp. SbT1 strain SBT1	23
1125411.11	Candidatus Thioglobus singularis PS1	23
1719125.3	Candidatus Riesia sp. GBBU strain GBBU	23
521098.5	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	23
174633.173	Candidatus Kuenenia stuttgartiensis MH-21oct19-232	23
1323375.3	Anoxybacter fermentans strain DY22613	23
1235990.3	Halyomorpha halys symbiont	23
2365003.3	Candidatus Syntrophoarchaeum sp. WYZ-LMO15	23
522772.6	Denitrovibrio acetiphilus DSM 12809	22
2588535.4	Candidatus Methylopumilus rimovensis strain MMS-RI-1	22
1495769.5	Candidatus Evansia muelleri	22
1500286.3	Chryseobacterium sp. OV259	22
1541959.3	Mollicutes bacterium HR1	22
2268189.4	Candidatus Scalindua sp. strain MohnsGC08_192	22
416213.14	Ferrovum myxofaciens strain S2.4	22
1203568.3	Dermabacter sp. HFH0086	22
1121881.3	Ferrithrix thermotolerans DSM 19514 strain DSM 19514	22
243274.5	Thermotoga maritima MSB8	22
1909293.21	Acetobacteraceae bacterium strain 880	22
2738.13	Vagococcus fluvialis strain DIV0098	22
1415657.3	endosymbiont of Llaveia axin axin	22
340099.6	Thermoanaerobacter pseudethanolicus ATCC 33223	22
2094122.3	Thermoplasma sp. Kam2015	21
246195.4	Dichelobacter nodosus VCS1703A	21
2115978.3	Candidatus Phycorickettsia trachydisci strain CCALA 838	21
1872096.100	Acetofilamentum sp. SulCav_AS07-7_3_31_287	21
469812.4	Candidatus Clavichlamydia salmonicola strain ET	21
1183379.4	Campylobacter coli RM4661	21
169962.4	uncultured Desulfomonile sp. strain Loc090907-8-6m_bin-644	21
1960156.3	Abditibacterium utsteinense strain LMG 29911	21
1423744.4	Lactobacillus floricola DSM 23037 = JCM 16512	21
515635.4	Dictyoglomus turgidum DSM 6724	21
445974.6	Clostridium ramosum DSM 1402	21
945713.3	Ignavibacterium album JCM 16511	21
1229909.8	Candidatus Nitrosopumilus sp. AR2	21
344747.3	Planctomyces maris DSM 8797	21
1609969.5	Candidatus Omnitrophus magneticus strain SKK-01	20
1414854.3	Candidatus Nucleicultrix amoebiphila FS5 strain FS5	20
2751313.3	Koleobacter methoxysyntrophicus strain NRmbB1	20
1935123.3	Candidatus Hydrothermae bacterium JdFR-72 strain JdFR-72	20
1193729.4	Candidatus Endolissoclinum patella L2	20
1304885.3	Desulforegula conservatrix Mb1Pa	20
272635.4	Mycoplasma pulmonis UAB CTIP	20
2527980.3	Planctomycetes bacterium Pan189	20
1651774.3	Candidatus Neptunochlamydia vexilliferae strain K9	20
272624.6	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	20
476281.3	Candidatus Ishikawaella capsulata Mpkobe	20
84135.157	Gemella sanguinis strain FDAARGOS_742 strain Not applicable	20
254945.26	Ehrlichia ruminantium str. Welgevonden (Prj:9614)	20
1121881.44	Ferrithrix thermotolerans DSM 19514 TH-08apr19-218	20
1278311.3	Acholeplasma axanthum ATCC 25176	20
1123508.9	Zavarzinella formosa DSM 19928 TH-08apr19-96	20
29553.8	Mycoplasma bovirhinis strain NCTC10118	20
883111.3	Facklamia hominis CCUG 36813	20
697284.3	Paenibacillus larvae subsp. larvae DSM 25430	19
1408439.3	Fusobacterium perfoetens ATCC 29250	19
1194088.4	Halorubrum sp. T3	19
521011.8	Methanosphaerula palustris E1-9c	19
1888893.3	Parvibium lacunae strain KMB9	19
1070130.4	Candidatus Gullanella endobia strain GEFVIR	19
2715251.19	Candidatus Paceibacter sp. strain BE2011_3_41_10	19
1400864.3	Synechococcus sp. BIOS-E4-1	19
1987921.3	Candidatus Profftia lariciata strain Ad13-081	19
565034.3	Brachyspira hyodysenteriae WA1	19
2857064.3	Emcibacteraceae bacterium Y4	19
1471761.3	Novibacillus thermophilus strain SG-1	19
568817.3	Serratia symbiotica str. 'Cinara cedri'	19
1379305.3	candidate division NKB19 bacterium JGI OTU-1	19
1940790.5	Phycisphaerae bacterium L21-RPul-D3 strain L21-RPul-D3	19
1401685.3	Candidatus Xenolissoclinum pacificiensis L6	19
592028.3	Dialister invisus DSM 15470	19
1413210.17	Orenia metallireducens strain Z6	19
309798.4	Coprothermobacter proteolyticus DSM 5265	18
457570.14	Natranaerobius thermophilus JW/NM-WN-LF	18
1121447.3	Desulfovibrio frigidus DSM 17176	18
1359163.4	Candidatus Neoehrlichia lotoris str. RAC413	18
986075.3	Caldalkalibacillus thermarum TA2.A1	18
1082276.3	Hydrogenispora ethanolica strain LX-B	18
1852921.3	Tenericutes bacterium ADurb.BinA124	18
1202785.3	Methylacidiphilum kamchatkense Kam1	18
1536648.8	Dehalogenimonas sp. GP	18
1215343.11	Liberibacter crescens BT-1	18
1123371.3	Thermodesulfatator atlanticus DSM 21156	18
2606906.3	Thermoanaerobacteraceae bacterium A05MB	18
2847780.3	Atribacter sp. strain FI88_36_49	18
2608984.3	Candidatus Nitrosymbiomonas proteolyticus strain 317325-2	18
108080.4	Candidatus Blochmannia herculeanus C-056	17
862908.3	Bacteriovorax marinus SJ	17
414750.3	Thermoactinomyces sp. CDF	17
441768.5	Acholeplasma laidlawii PG-8A	17
2831673.3	Virgibacillus sp. NKC19-16	17
1120978.3	Allofustis seminis DSM 15817	17
696127.4	Candidatus Midichloria mitochondrii IricVA	17
357244.4	Orientia tsutsugamushi str. Boryong	17
985867.6	Candidatus Odyssella thessalonicensis L13	17
2665650.3	Candidatus Udaeobacter sp. strain AEW3	16
859654.3	Candidatus Blochmannia vafer str. BVAF	16
289397.4	Mycoplasma bovis PG45	16
2902423.3	Candidatus Nanosynbacter sp. HMT352 strain KC1	16
2026885.4	Candidatus Acetothermia bacterium Ran1 strain BARAN1 MAG	16
317936.3	Nostoc sp. PCC 7107	16
393595.15	Alcanivorax borkumensis SK2	16
2293433.3	Rhodohalobacter sp. SW132	16
2231116.12	Tenericutes bacterium strain zrk6	16
45361.3	Mycoplasma conjunctivae strain HRC/581	15
2901836.3	Alicyclobacillaceae bacterium MYW30-H2	15
2218525.3	Candidatus Termititenax persephonae strain NkOx7-02	15
671143.5	Candidatus Methylomirabilis oxyfera	15
2044936.128	Bacteroidia bacterium strain M30B35	15
323848.4	Nitrosospira multiformis ATCC 25196	15
1913988.1735	Alphaproteobacteria bacterium HK-STAS-PROT-9	15
1309793.3	Buchnera aphidicola (Pentalonia nigronervosa) strain Ba4	15
1935139.3	Euryarchaeota archaeon JdFR-21 strain JdFR-21	15
89093.3	Ignavigranum ruoffiae strain DSM 15695	15
267747.3	Propionibacterium acnes KPA171202	15
2026745.21	Halobacteriovoraceae bacterium strain HK-STAS-BDEL-3	15
1408454.3	Mycoplasma anseris ATCC 49234	15
1765683.10	Acidibacillus ferrooxidans strain ITV01	15
585199.3	Mobiluncus mulieris ATCC 35243	14
2558174.3	Candidatus Hydrogenosomobacter endosymbioticus 200920	14
1081644.3	Candidatus Aquiluna sp. IMCC13023	14
2873263.10	Marinicella sp. NBU2979	14
1325130.3	Helicobacter fennelliae MRY12-0050	14
1295009.4	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	14
1930593.3	Vampirococcus sp. LiM	14
222136.3	Helicobacter sp. MIT 01-6242	14
637387.12	Mycoplasma fermentans JER	14
1915543.3	Methanoregula sp. UBA154	14
1197129.14	Candidatus Brocadia sinica JPN1	14
459.19	Legionella sp. strain MCMED-G38	14
981385.3	Thermotomaculum hydrothermale strain AC55	14
1476195.3	Helicobacter sp. 11S02629-2	14
708126.12	Jeotgalibaca dankookensis strain CL-AS1	14
999630.6	Thermoproteus uzoniensis 768-20	13
1922217.7	Candidatus Erwinia haradaeae strain ErCicurvipes	13
2606450.3	Alicyclobacillus sp. TC	13
1267534.3	Acidobacteriaceae bacterium KBS 89	13
244581.5	Candidatus Caedibacter acanthamoebae	13
2806609.3	Candidatus Gromoviella agglomerans strain Sp8-1	13
186490.3	Candidatus Baumannia cicadellinicola strain BGSS	13
254246.4	Aquicella lusitana strain SGT-39	13
439481.9	Aciduliprofundum boonei T469	13
203267.6	Tropheryma whipplei str. Twist	13
2083498.3	Ketobacter sp. strain BinD	13
1579370.3	archaeon GW2011_AR10	13
2053509.37	Candidatus Atribacteria bacterium strain RT761	13
2770581.3	Rickettsiales endosymbiont of Paramecium tredecaurelia strain WO2	13
927668.3	Pseudanabaena biceps PCC 7429	12
189518.3	Leptospira interrogans serovar Lai str. 56601	12
745014.4	gamma proteobacterium HIMB55	12
1895716.3	Candidatus Amoebophilus sp. 36-38	12
565575.4	Ureaplasma urealyticum serovar 10 str. ATCC 33699	12
85962.8	Helicobacter pylori 26695	12
1778264.4	Candidatus Mikella endobia strain MEPMAR	12
1696036.11	Candidatus Finniella inopinata MsE-30apr19-54	12
1376.123	Aerococcus urinae strain CCUG36881	12
1853216.3	Oceanospirillales bacterium WDS2A16A	12
203907.6	Candidatus Blochmannia floridanus	12
2750945.3	Commensalibacter sp. M0391	12
214.52	Helicobacter felis strain cn23e	12
160660.10	Acidihalobacter prosperus strain F5	11
66084.3	Wolbachia sp. wRi	11
399550.11	Staphylothermus marinus F1	11
521674.6	Planctomyces limnophilus DSM 3776	11
1985113.19	uncultured Candidatus Actinomarina sp. strain AG-333-G15	11
1714261.4	Thermocladium sp. ECH_B	11
583356.9	Ignisphaera aggregans DSM 17230	10
2735565.11	Candidatus Peribacter sp. strain SI072_bin1	10
2079008.3	Candidatus Tokpelaia sp. JSC085	10
2908648.6	Suttonella sp. R2A3	10
2678502.3	Facklamia sp. 253	10
613026.4	Helicobacter bilis ATCC 43879	10
375175.92	Lactobacillus backii strain JCM 18665	10
399579.5	Thermogymnomonas acidicola strain JCM 13583	10
1935129.3	Candidatus Hydrothermarchaeota archaeon JdFR-18 strain JdFR-18	10
1150474.3	Mesoaciditoga lauensis cd-1655R = DSM 25116	9
1802984.3	Candidatus Fokinia solitaria strain Rio ETE_ALG 3VII	9
145458.9	Rathayibacter toxicus strain WAC3373	9
34021.238	Candidatus Liberibacter asiaticus ReuSP1	9
668570.3	Methanospirillum lacunae strain Ki8-1	9
163359.11	Acidiferrobacter thiooxydans strain ZJ	9
1293586.8	Vulcanisaeta souniana JCM 11219	9
1123518.3	Thiomicrospira sp. Kp2	8
2302661.3	Candidatus Electrothrix sp. AU1_5	8
247481.57	Candidatus Cardinium hertigii strain cHgTN10	8
2878852.3	Mesoplasma sp. JKS002658	8
2840844.4	Candidatus Limadaptatus stercoravium BRZ_FI__bin56	8
1051632.5	Sulfobacillus acidophilus TPY	8
331636.3	Chlamydophila psittaci 6BC	8
2744556.10	Candidatus Jidaibacter sp. CoA8_M11	7
363253.5	Lawsonia intracellularis PHE/MN1-00	7
937774.3	Taylorella equigenitalis MCE9	7
1903058.8	Candidatus Xiphinematobacter sp. strain P23	7
1273541.5	Pyrodictium delaneyi strain Hulk	6
1261130.3	Wohlfahrtiimonas chitiniclastica SH04	6
1561003.5	bacterium 2013Arg42i strain 2013Ark11	6
247481.63	Candidatus Cardinium hertigii cByotB1	6
61635.6	Acholeplasma brassicae strain 0502	6
2250252.3	uncultured bacterium clone BY	6
2200854.3	Opitutae bacterium TARA_B100001123	5
295108.7	Candidatus Berkiella aquae strain HT99	5
2883571.16	Candidatus Microgenomatus sp. strain BE2012_45_76	5
2681470.3	Chlamydiifrater volucris strain 15-2067_O50	5
1922217.8	Candidatus Erwinia haradaeae strain ErCikochiana	5
2491083.3	Candidatus Methanoliparum thermophilum strain NM1a	5
212042.8	Anaplasma phagocytophilum HZ	5
957042.4	Fuchsiella alkaliacetigena strain WG13	4
1914869.3	Rhizobiales bacterium IMCC20636	4
710393.3	Helicobacter suis HS1	4
2268143.5	Methanolinea sp. strain EsbE_18-Q3-R3-47_BAT3C.270	4
490899.14	Desulfurococcus kamchatkensis 1221n	4
1528098.3	Rickettsiales bacterium Ac37b	4
1696036.3	Candidatus Finniella inopinata strain HOLO01	4
2495426.3	Candidatus Methanosuratus sp. strain Ch88	3
1898112.199	Rhodospirillaceae bacterium strain Skiv_18-Q3-R9-52_MAXAC.177	2
1586337.3	uncultured Arenicella sp. strain 0.2_20180502_Bin_MAXBIN_123_sub_1	2
525904.6	Thermobaculum terrenum ATCC BAA-798	2
1214914.3	Sulfobacillus thermosulfidooxidans str. Cutipay	2
2053582.7	Neisseriales bacterium strain Fred_18-Q3-R57-64_MAXAC.425_cln	2
694429.7	Pyrolobus fumarii 1A	1
