genome_id	genome.genome_name
1123499.3	Vitreoscilla stercoraria DSM 513
1504709.3	Prauserella sp. PE36
1386098.3	Actinotalea ferrariae strain S/N-202-OC-R2
1379870.5	Spirosoma radiotolerans strain DG5A
1608422.3	Henriciella algicola strain CCUG67844
1009858.3	Buchnera aphidicola str. G002 (Myzus persicae)
1125411.11	Candidatus Thioglobus singularis PS1
1223802.3	Sulfuritalea hydrogenivorans sk43H DSM22779
132932.5	Acetobacterium tundrae strain DER-2019
767452.9	Serinicoccus chungangensis strain CD08_5
990068.3	Lebetimonas sp. JH292
1045004.4	Oenococcus kitaharae DSM 17330
96563.4	Pseudomonas stutzeri ATCC 17588 = LMG 11199
1349799.3	Rhizobium sp. C1
1064537.3	Brachybacterium paraconglomeratum LC44
1121445.4	Desulfovibrio desulfuricans subsp. desulfuricans DSM 642
1123309.3	Streptococcus minor DSM 17118
1001994.6	Candidatus Nitrosoarchaeum koreensis MY1
1302151.4	Caloranaerobacter sp. TR13
1408254.3	Brevibacillus panacihumi W25
1257021.4	Flammeovirgaceae bacterium 311
1588641.5	Subtercola lobariae strain 9583b
1479238.4	Oceanicaulis sp. HL-87
156980.4	Arthrobacter woluwensis strain NM-35
1329516.3	Thermoactinomyces daqus H-18
1267021.3	Frischella perrara PEB0191
1395513.3	Sporolactobacillus laevolacticus DSM 442
1603897.4	Erythrobacter sp. SG61-1L
1227546.3	Membranicola marinus strain DP5N28-2
146806.3	Phocoenobacter uteri strain NCTC12872
1123251.3	Serinicoccus marinus DSM 15273
1193181.3	Tetrasphaera elongata Lp2
1430440.4	Magnetospirillum gryphiswaldense MSR-1 v2
765910.4	Marichromatium purpuratum 984
1177169.10	Alcanivorax marinus FXH-223
1547437.3	Hoeflea sp. BAL378
142586.2329	Eubacterium sp. UW_TS_EUB1_3
141949.5	Thermomonas haemolytica strain DSM 13605
1227945.10	Robertkochia marina 3YJGBD-35
1231351.3	Acidomonas methanolica NBRC 104435
1031541.3	Tropicimonas sediminicola strain DSM 29339
1259190.3	Cryobacterium sp. RHLT2-21
1538144.3	Aeromicrobium camelliae strain YS17T
104098.10	Acetobacter peroxydans strain ATCC 12874
1566827.4	Parvularcula flava strain NH6-79
1321814.3	Eubacterium brachy ATCC 33089
1037362.5	Tropicibacter phthalicicus strain DSM 26923
1459803.3	Porphyromonadaceae bacterium OUH 308042
1196095.150	Gilliamella apicola strain Choc6-1
1158607.3	Enterococcus pallens ATCC BAA-351 [PRJNA202677]
1123320.3	Streptomyces scabrisporus DSM 41855
1122213.3	Maritalea myrionectae DSM 19524
1115835.3	Methylotenera versatilis 79
85643.4	Thauera sp. MZ1T
1549858.3	Sphingomonas taxi ATCC 55669
986075.3	Caldalkalibacillus thermarum TA2.A1
1454004.3	Candidatus Accumulibacter sp. BA-93
81858.4	Mycobacterium elephantis strain Lipa
1280949.3	Hyphomonas adhaerens MHS-3
1121898.3	Flavobacterium subsaxonicum DSM 21790
768671.3	Thiocapsa marina 5811
98793.5	Buchnera aphidicola (Rhopalosiphum padi) strain Rpa
96773.10	Thauera chlorobenzoica strain 3CB1
1526413.3	Microbacterium halimionae strain CECT 8593
1638020.3	uncultured Celerinatantimonas sp. strain 1
1379858.3	Mucispirillum schaedleri ASF457
1985300.3	Microbacterium sp. HAR-UPW-R2A-48 strain SLBN-154
2494373.3	Flammeovirga sp. L12M1
266130.4	Cellulomonas composti strain NBRC 100758
2559600.3	Sphingobacterium sp. 1.3611
2184311.3	Candidatus Nitrotoga sp. MKT
1945877.3	Nitrosomonas sp. Nm120
2576036.3	Nocardioides sp. 4053
2610891.3	Cysteiniphilum sp. JM-1
1643335.5	Marinitoga sp. 1154
2565273.3	Candidatus Defluviicoccus seviourii
2676787.3	Aquisediminimonas sediminicola strain CH68-4
2016499.9	Enemella evansiae DSM 21351
237727.5	Erythrobacter sp. NAP1
1650661.3	Clostridium sp. GD3
254406.14	Shimia aestuarii AMM-P-2
1917889.6	Virgibacillus dakarensis strain X50WSS607
1879010.6629	Firmicutes bacterium strain LMAG:100
221109.4	Oceanobacillus iheyensis HTE831
251540.4	Candidatus Blochmannia vicinus C-028
2202734.64	Saprospiraceae bacterium strain Ejby_18-Q3-R6-50_BATAC.272
2080582.3	Subtercola sp. Z020
262208.3	Kocuria carniphila strain CCM 132
2547404.3	Roseovarius sp. MK6-18
2585773.3	Spirosoma sp. LMG 31447
2506423.3	Sphingobium sp. CHR27
2589986.3	Francisella sp. Scap27
2044944.49	Sphingobacteriales bacterium strain Aved_18-Q3-R54-62_MAXAC.344
1655491.3	Leeuwenhoekiella nanhaiensis strain G18
1736325.3	Aeromicrobium sp. Leaf291
1796620.11	Acutalibacter muris strain KB18
174633.59	Candidatus Kuenenia stuttgartiensis AMX1
2594476.3	Carboxylicivirga sp. M1479
2678502.3	Facklamia sp. 253
2250217.3	Actinomyces sp. Z3
2586974.3	Variovorax sp. BK658
2652380.3	Alteromonas sp. I4
221360.4	Synechococcus sp. RS9917
2116510.3	Mycetocola sp. JXN-3
1936025.3	Kiloniella sp. M146.1 strain M146.1
1871047.55	Chryseobacterium sp. strain SCN18_14_9_16_R1_B_40_24
2684470.3	Actinokineospora sp. HBU206404
2512174.3	Leifsonia sp. BK543
194439.7	Chlorobium tepidum TLS
1962911.3	Bryobacter sp. strain CoA8 C33
1909302.3	Chryseoglobus sp. strain LANL01C
2364790.3	Dysgonomonas sp. Marseille-P4677
1736569.3	Brevundimonas sp. Root608
2689110.3	Polynucleobacter sp. MWH-UH24A
2653857.3	Amycolatopsis sp. YIM 10
2067667.3	Zhongshania sp. ZX-21
1944133.3	Polaromonas sp. A23 strain A23
1657.3	Actinobaculum suis strain U311
2079200.3	Actinocorallia sp. A251
2569853.3	Streptomyces sp. TRM43335
2268201.25	Synergistales bacterium strain UFZ-4H10
2302661.3	Candidatus Electrothrix sp. AU1_5
1962131.3	Propionibacterium sp. JV5 strain propionibacterium_jv5
2079532.3	Paenibacillus sp. Marseille-P3787
1965550.3	Faecalibacterium sp. An121 strain An121
1985113.20	uncultured Candidatus Actinomarina sp. strain AG-333-G23
1720302.6	Xanthomonas massiliensis strain MGYG-HGUT-01534
1848973.3	Sphingomonas colocasiae strain JCM 31229
1736346.3	Bosea sp. Leaf344
2203219.4	Chitinophaga sp. T22
2030009.3	Tabrizicola sp. XJSP
228229.8	Ligilactobacillus saerimneri strain N69
2599295.3	Mucilaginibacter sp. dk17
2546227.3	Sulfitobacter sp. S4J41
1874116.3	Allobranchiibius huperziae strain DSM 29531
2517819.3	Muricauda sp. 176CP4-71
215580.4	Schlegelella thermodepolymerans strain DSM 15344
1714355.3	Domibacillus sp. SAB 38 strain SAB 38
2587065.3	Mesorhizobium sp. RMAD-H1
2201181.3	Flavobacterium sp. MEBiC07310
2116701.3	Mesorhizobium sp. 6GN30
2358193.3	Mycolicibacterium sp. CECT 8783
1736675.3	Devosia sp. DDS-1 strain A16
2026742.403	Gemmatimonadetes bacterium strain Skiv_18-Q3-R9-52_BAT3C.167
266809.3	Thalassobacter stenotrophicus 1CONIMAR09
2212460.9	Propionivibrio sp. strain Hjor_18-Q3-R7-51_MAXAC.072
1971895.9	Thermomonas sp. strain Viby_18-Q3-R106-67_BATAC.53
2305991.3	Tropicibacter sp. Alg240-R139
1888195.14	Streptococcus himalayensis strain CGMCC 1.15533
2024824.23	Balneola sp. strain HXMU1420-1
1798227.3	Blastococcus sp. DSM 46786
243273.25	Mycoplasma genitalium G37
1774216.3	Nocardioides rotundus strain MCCC 1A10561
1864947.3	Chitinophaga rhizosphaerae strain T16R-86
2170743.3	Auritidibacter sp. NML120636
2044939.3609	Clostridia bacterium strain C52_75_FC_BP
452627.3	Amphritea japonica JCM 14782
2835635.3	Chelatococcus sp. YT9
44574.3	Nitrosomonas communis strain Nm2
290318.6	Chlorobium phaeovibrioides DSM 265
51173.4	Ureibacillus thermosphaericus strain A1
2819258.8	Candidatus Saccharicenans sp. A05DMB19
2845821.10	Bacillus sp. CECT 9360
51671.49	Microbacterium sp. strain FW.016
271065.3	Methylomicrobium alcaliphilum strain 20Z
2714941.3	Phycicoccus sp. HDW14
43355.3	Crossiella cryophila strain DSM 44230
2883998.10	Lentilactobacillus sp. IM3328
2763264.3	Halomonas sp. M20
39692.10	Mycolicibacterium parafortuitum strain P7335
2862509.3	Crocinitomix sp. GM2_3_6_6
561180.13	Bifidobacterium gallicum DSM 20093 = LMG 11596
386301.10	Cryobacterium psychrotolerans strain CGMCC 1.5382
469615.3	Fusobacterium gonidiaformans ATCC 25563
2859226.11	Mycetocola spongiae MSC19
2760305.3	Luteimonas sp. MC1782 strain not applicable
335020.3	Mesorhizobium albiziae strain MaA-C15
2866583.11	Marinilactibacillus sp. Marseille-P9653
339860.19	Methanosphaera stadtmanae DSM 3091
321332.11	Synechococcus sp. JA-2-3B'a(2-13)
445971.6	Anaerofustis stercorihominis DSM 17244
2705430.3	Bifidobacterium sp. DSM 109958
34059.6	Moraxella atlantae strain CCUG 66109
2878561.10	Wangella sp. NEAU-J3
290055.14	Faecalicatena fissicatena strain An773
2766776.10	Arthrobacter sp. UM1
2760807.14	Lewinellaceae bacterium strain HK-STAS-BACT-40
342955.4	Lacinutrix mariniflava strain AKS432
2830660.3	Lachnospiraceae bacterium Marseille-Q4251
525367.9	Listeria grayi DSM 20601
2834436.3	Bifidobacterium sp. 82T24
279360.4	Roseivirga ehrenbergii strain SW-152
2922713.3	Bacillus sp. FJAT-47801
410358.15	Methanocorpusculum labreanum Z
525919.6	Anaerococcus prevotii DSM 20548
59505.5	Actinobaculum schaalii strain CCUG 27420
2929782.3	Streptomyces sp. XM4193
43595.4	Halanaerobium saccharolyticum strain MSL 17.2
56878.11	Helicobacter salomonis strain 56878_6
2716883.3	Flavihumibacter profundi strain KCTC 62290
2714037.3	Nocardioides sp. IC4_145
551682.10	uncultured Aquiluna sp. strain SRR6854295_bin.11_MetaBAT_v2.12.1_MAG
556269.4	Oxalobacter formigenes OXCC13
2884804.10	Leeia sp. TBRC 13508
2761535.3	Pseudonocardia sp. CGMCC 4.1532
404380.4	Geobacter bemidjiensis Bem
420662.15	Methylibium petroleiphilum PM1
526216.3	Oceanibaculum indicum strain USBA 36
29348.8	"[Clostridium] spiroforme strain OM02-6"
2880007.10	Candidatus Thiosymbion ectosymbiont of Robbea hypermnestra 1385H
2740807.3	Aquisalimonas sp. 2447
525898.7	Sulfurospirillum deleyianum DSM 6946
411474.92	Coprococcus eutactus ATCC 27759 strain FDAARGOS_1581
2839084.10	Phormidium sp. PBR-2020
2883999.10	Rhodobacter sp. Har01
2909342.6	Octadecabacter sp. D2-3
553207.3	Corynebacterium matruchotii ATCC 14266
324606.3	Alcaligenaceae bacterium LF4-65
45065.4	Legionella geestiana strain ATCC 49504
433924.4	Pseudacidovorax intermedius strain DSM 21352
304077.8	Acetobacter oeni strain LMG 21952
2873700.10	Robertkochia sp. 3YJGBD-33
2807629.10	Desulfuromonas sp. CSMB_57
2692873.3	Trichocoleus sp. FACHB-6
2862949.3	Nocardia sp. alder85J
2896848.3	Yinghuangia sp. ASG 101
2787078.3	Anaeromassilibacillus sp. D41t1_190614_C2
2935077.4	Agromyces sp. C10
2919922.4	Acinetobacter sp. A3.8
583345.3	Methylotenera mobilis JLW8
2906072.6	Aurantimonas sp. HBX-1
56428.3	Couchioplanes caeruleus subsp. azureus strain JCM 3246
56956.15	Thermus brockianus SNM4-1
2881056.10	Demequina sp. TMPB413
2925113.4	Oceanobacillus sp. APA J-2(6-2) APA_J-2(6-2) strain APA_J-2(6-2)
477641.12	Modestobacter marinus strain DSM 45201
28214.100	Sphingomonas sp. strain co.spades.METABAT.1kb_127
2829797.3	Jannaschia sp. AI_62
2864218.10	Candidatus Profftia sp. (ex Adelges kitamiensis) Adelges kitamiensis 18-608
1071085.3	haloarchaeon 3A1_DGR
1123355.3	Terasakiella pusilla DSM 6293
882.5	Desulfovibrio vulgaris str. Hildenborough
640081.3	Dechlorosoma suillum PS
865938.3	Weeksella virosa DSM 16922
1122974.3	Porphyromonas macacae DSM 20710
658225.5	Sphingomonas glacialis strain CGMCC 1.8957
641143.3	Capnocytophaga granulosa ATCC 51502
1034345.3	Coriobacteriaceae bacterium JC110
655355.3	Sunxiuqinia elliptica strain CGMCC 1.9156
69362.7	Microbacterium schleiferi strain FXH-192
1123240.4	Sandarakinorhabdus limnophila DSM 17366
1168065.3	gamma proteobacterium BDW918
1120930.3	Actinoalloteichus cyanogriseus DSM 43889
926559.3	Joostella marina DSM 19592
768990.11	uncultured Thiohalocapsa sp. SRR4030058_bin.54_MetaBAT_v2.12.1_MAG
1120568.4	Pseudorhodobacter wandonensis strain KCTC 23672
938288.5	Clostridiales bacterium 9401234
1178482.3	Halomonas sp. BJGMM-B45
1177594.3	Microbacterium sp. C448
89586.4	Candidatus Neoehrlichia mikurensis strain SE26
1121369.3	Corynebacterium suicordis DSM 45110
935863.3	Luteimonas sp. J29
679201.3	Selenomonas infelix ATCC 43532
765952.4	Parachlamydia acanthamoebae UV-7
659012.3	Agromyces soli KACC 16215
1131455.3	Mycoplasma canis UFG4
1123227.4	Saccharibacter floricola DSM 15669
69222.16	Erwinia mallotivora EP21
1069221.8	Mycolicibacillus parakoreensis DSM 45575
1189619.4	Psychroflexus gondwanensis ACAM 44
1036778.3	Bosea lathyri strain DSM 26656
1121457.4	Halodesulfovibrio marinisediminis DSM 17456
1123509.3	Zooshikella ganghwensis DSM 15267
655438.3	Cycloclasticus pugetii PS-1
1031594.5	Extensimonas vulgaris strain S4
633149.4	Brevundimonas subvibrioides ATCC 15264
1121957.3	Hymenobacter norwichensis DSM 15439
903814.3	Eubacterium limosum KIST612
992267.3	Stappia taiwanensis strain DSM 23284
1085623.3	Glaciecola nitratireducens FR1064
888439.3	Actinomyces neuii BVS029A5
1105031.3	Clostridium sp. MSTE9
1177218.3	Candidatus Gillettellia cooleyia strain 19-005
1121485.3	Dysgonomonas capnocytophagoides DSM 22835
979982.3	Leuconostoc sp. C2
653733.4	Desulfurispirillum indicum S5
1128676.3	Pseudonocardia hierapolitana strain DSM 45671
908285.4	Necropsobacter rosorum strain P709
1096769.3	Candidatus Pelagibacter ubique HIMB083
869213.4	Cytophaga fermentans DSM 9555
652788.3	Mucilaginibacter frigoritolerans strain ATCC BAA-1854
927668.3	Pseudanabaena biceps PCC 7429
888051.3	Actinomyces sp. oral taxon 178 str. F0338
1208599.3	Bacillus sp. FJAT-14515
1197874.4	Maribacter thermophilus strain HT7-2
1236689.6	Candidatus Methanomethylophilus alvus Mx1201
1123393.3	Thiobacillus thioparus DSM 505
1200352.3	Corynebacterium terpenotabidum Y-11
1122941.3	Pedobacter glucosidilyticus DD6b
1079.14	Blastochloris viridis strain 1
1223521.5	Comamonas granuli NBRC 101663
82801.9	Desemzia incerta strain L243
656519.3	Halanaerobium hydrogeniformans strain 'sapolanicus'
1123008.3	Proteiniphilum acetatigenes DSM 18083
66896.3	Streptomyces griseoplanus strain NRRL B-3064
743722.3	Sphingobacterium sp. 21
888832.3	Prevotella salivae DSM 15606
909613.9	Actinokineospora sp. EG49
883096.3	Bergeyella zoohelcum ATCC 43767
1163408.3	Rhodanobacter fulvus Jip2
1229512.3	Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA
1122607.5	Nisaea denitrificans DSM 18348
106370.16	Frankia sp. CcI3
762213.3	Pacificibacter maritimus strain DSM 104731
1235755.3	Salinicoccus carnicancri Crm
1042957.3	Cellulomonas sp. GX59 strain SLBN-39
1163419.3	Hyphomicrobium sp. 99
1098.9	Prosthecochloris vibrioformis strain M55B161
1229831.3	Chlamydia sp. 10DC88
697282.3	Methylobacter tundripaludum SV96
1046594.4	Lactobacillus malefermentans KCTC 3548
1261.64	Peptostreptococcus anaerobius strain DFI.6.4
1122997.3	Propionibacterium jensenii DSM 20535
613026.4	Helicobacter bilis ATCC 43879
1121930.3	Gracilimonas tropica DSM 19535
888052.3	Actinomyces sp. oral taxon 180 str. F0310
1486285.3	Salegentibacter sp. R32
148604.19	Lactobacillus ingluviei strain An777
1898203.3468	Lachnospiraceae bacterium UW_TS_LCO2_1
1442599.3	Luteimonas huabeiensis HB2
1640685.3	Enterococcus sp. AM1
1437824.5	Castellaniella defragrans 65Phen
1763536.6	Thalassotalea crassostreae strain LPB0090
1898204.98	Clostridiaceae bacterium strain MGYG-HGUT-01531
1898207.4100	Clostridiales bacterium strain R-7
1467.3	Bacillus lentus strain NCTC4824
173363.3	Brachybacterium fresconis strain DSM 14564
1739367.3	Micrococcus sp. HMSC067E09
1465486.5	Frigidibacter albus strain SP32
1876515.3	Notoacmeibacter marinus strain XMTR2A4
1303518.3	Chthonomonas calidirosea T49
1621700.3	Listeria kieliensis strain Kiel-L1
1841860.3	Mycobacterium sp. AB57 strain AB57
1410650.3	Butyrivibrio proteoclasticus P6B7
1345117.3	Candidatus Annandia pinicola strain Ad13-065
1891671.3	Rathayibacter sp. VKM Ac-2121 strain VKM Ac-2121
1458425.3	Comamonadaceae bacterium A1
1702221.14	Faecalibaculum rodentium strain Alo17 strain ALO17
1867775.3	Nocardioides phosphati strain CGMCC 4.7371
1570346.3	Demequina sp. NBRC 110057 strain NBRC 110057
1705724.3	Campylobacter sp. RM15925
1501391.3	Alistipes sp. 627
1717717.3	Marinifilaceae bacterium SPP2
1796905.3	Sphingobacterium humi strain JCM 31225
1907662.34	Raoultibacter timonensis CE91-St31
1620.3	Weissella minor strain DSM 20014
1872480.17	Altererythrobacter sp. strain HXMU1421-9
1381597.3	Sphingomonas sp. ERG5
1736390.3	Agromyces sp. Soil535
1303590.5	Lactobacillus bombi strain BI-2.5
1384459.3	Methyloceanibacter caenitepidi Gela4
1274722.3	Erwinia toletana DAPP-PG 735
1278308.3	Zimmermannella faecalis ATCC 13722
1543381.3	Xanthomonadaceae bacterium 3.5X
1608407.3	Puniceibacterium sediminis strain DSM 29052
1575.3	Leifsonia xyli strain 356_LXYL
1655234.8	Thalassotalea euphylliae strain H2
1872096.100	Acetofilamentum sp. SulCav_AS07-7_3_31_287
1811226.3	Massilia agilis JCM 31605
1715691.4	Thalassobius sp. CECT 5113
1670619.3	Nitratireductor sp. ZZ-1
1826168.3	Limnohabitans sp. Jir61
1737425.4	Corynebacterium provencense strain 17KM38
1607786.3	Roseovarius sp. JS7-11
153496.13	Kozakia baliensis strain NBRC 16680
1837344.3	Propioniciclava sinopodophylli strain KCTC 33808
1534747.3	Sporomusa sp. GT1
1420591.5	Novosphingobium barchaimii strain NS277
1841868.3	Provencibacterium massiliense strain Marseille-P2780
1736516.4	Yonghaparkia sp. Root332
1304880.3	Caldicoprobacter oshimai DSM 21659
1678131.4	Pseudorhodobacter sp. PAMC 27389
1724.10	Corynebacterium renale strain NCTC11140
1776382.82	Neglecta timonensis strain MGYG-HGUT-01539
156994.4	Reichenbachiella agariperforans strain DSM 26134
1481665.3	Advenella alkanexedens strain LAM0050
1898203.3470	Lachnospiraceae bacterium UW_TS_LCO3_3
1292373.3	Propionibacterium granulosum TM11
1907312.3	Azospirillum sp. RU37A
1312954.3	Arthrobacter sp. Br18
1380770.3	Streptomycetaceae bacterium MP113-05
1843237.4	Sphingomonas prati strain DSM 103336
1264899.3	Zavarzinia compransoris strain DSM 1231
1449342.3	Carnobacterium mobile DSM 4848 strain MT37L
1562701.3	bacterium endosymbiont of Mortierella elongata FMR23-6
1591.232	Lactobacillus sp. UW_DM_LAC1_1
1834160.3	Mycobacterium sp. IS-836 strain IS-836
1423778.4	Lactobacillus oligofermentans DSM 15707 = LMG 22743
1869167.3	Humibacillus sp. DSM 29435
1736457.3	Mycobacterium sp. Root135
1449087.3	Thiomicrospira sp. MA2-6
1348853.3	Novosphingobium malaysiense MUSC 273
1898112.354	Rhodospirillaceae bacterium strain HK-STAS-PROT-2
1408164.3	Betaproteobacteria bacterium MOLA814
1699413.6	Marivivens donghaensis KCTC 42776
1580539.3	Streptomyces sp. SBT349
1485585.3	Cecembia rubra strain DSM 28057
1872084.16	Nitratireductor sp. strain HK-STAS-PROT-47
1781255.3	Desertifilum sp. IPPAS B-1220
2304570.3	Emergencia sp. 1XD21-50
2592817.3	Tardiphaga sp. vice304
2012495.7	Lactobacillus panisapium strain ESL0413
2135783.3	Nitrosospira sp. Nsp37
2742685.3	Motilimonas cestriensis MKS20
2202734.136	Saprospiraceae bacterium strain Ribe_18-Q3-R11-54_BAT3C.388
2508168.4	Luteimonas sp. YGD11-2
2045207.3	Salipaludibacillus sp. KQ-12
2073117.236	Anaerolineales bacterium strain HK-STAS-CHLO-43
2069352.3	Lactobacillus sp. ESL0228
2202254.3	Deinococcus sp. 17bor-2
2698648.3	Rickettsia endosymbiont of Cimex lectularius strain RiClec
2729623.4	Lacticaseibacillus absianus strain YH-lac21
2486012.3	Lactobacillus sp. 159-4
2304574.3	Neglecta sp. X58
2035245.3	Microcella sp. HL-107
266779.9	Chelativorans sp. BNC1
2202734.106	Saprospiraceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.238
2030824.25	Phycisphaera sp. strain HK-STAS-PLAN-4
2170669.4	Candidatus Jettenia sp. AM49
2729727.3	Microbacterium sp. KRD172
2572595.3	Flavobacterium sp. ASW18X
2584124.3	Erythrobacter sp. JBTF-M21
1927127.18	Candidatus Enterovibrio escacola strain CDS3E strain not applicable
2021391.531	Flavobacteriales bacterium strain HK-STAS-BACT-70
2575923.3	Brevibacterium sp. CS2
2527978.3	Planctomycetes bacterium Enr10
2502247.3	Sphingopyxis sp. L1A2A
2707173.3	Aequorivita sp. KMM 9714 strain Ch27
2202734.103	Saprospiraceae bacterium strain Fred_18-Q3-R57-64_BAT3C.331
2018052.3	Candidatus Vallotia lariciata strain Ad13-081_Vallotia
2495899.3	Lactobacillus sp. HT111-2
2183983.3	Pusillimonas sp. EA3
2675466.3	Bacillus sp. MEB199
2305467.3	Henriciella sp. M65
1987921.3	Candidatus Profftia lariciata strain Ad13-081
1931216.3	Lentisphaera sp. strain SulCav_AS07-7_55_126
1940288.25	Ferruginibacter sp. strain Gw_SlAct_bin_83
2512248.3	Candidatus Brocadia sp. BROELEC01
269799.8	Geobacter metallireducens GS-15
2341113.3	Guyparkeria sp. SCN-R1
2735565.11	Candidatus Peribacter sp. strain SI072_bin1
269800.6	Thermobifida fusca YX
2201891.3	Nocardioides sp. CCTCC AB 2018079
2743001.3	Salicibibacter sp. NKC21-4
2448052.12	Geminicoccaceae bacterium strain HK-STAS-PROT-10
225844.3	Alkalihalobacillus algicola strain AmN0-13
2724150.3	Romboutsia sp. CE17
2049044.312	Erysipelotrichaceae bacterium UW_TS_BUL1_2
2704116.3	Agarivorans sp. YJW194
2720720.3	Candidatus Rhabdochlamydia sp. W744
251221.4	Gloeobacter violaceus PCC 7421
268141.4	Phormidesmis priestleyi strain ULC007bin1
246195.4	Dichelobacter nodosus VCS1703A
2614248.12	Ardenticatenales bacterium strain HK-STAS-CHLO-8
2292441.3	Olsenella sp. KCTC 15699
1940612.3	Pigmentiphaga aceris strain Mada1488
2282656.3	Humibacter sp. BT305
2074.4	Pseudonocardia autotrophica strain NRRL B-16064
2709659.3	Flavobacterium sp. KDG-16
2183910.3	Rhodobacter sp. 140A
2448779.118	Chitinophagales bacterium strain HK-STAS-BACT-16
2692330.4	Falsirhodobacter sp. PG104
2044594.17	Candidatus Delongbacteria bacterium strain HK-STAS-DELO-1
2026740.37	Flammeovirgaceae bacterium strain HK-STAS-BACT-46
2692793.3	Cyanobium sp. FACHB-13342
228899.7	Bacillus asahii strain MA001
252514.11	Microbulbifer thermotolerans strain DSM 19189
2723089.3	Mucilaginibacter sp. E4BP6
2079197.5	Telmatospirillum sp. strain M043S1SP1A48QC
2729175.3	Cellulomonas sp. 40-2
2040651.3	Campylobacter sp. MIT 12-5580
256324.4	Marinobacter bryozoorum DSM 15401
2026745.21	Halobacteriovoraceae bacterium strain HK-STAS-BDEL-3
2662430.3	Lactococcus sp. dk101
2682137.7	Defluviicoccus sp. p16x60bins.37
213810.4	Ruminococcus champanellensis 18P13
2582419.3	Dialister sp. 5BBH33
2448779.119	Chitinophagales bacterium strain HK-STAS-BACT-17
269796.9	Rhodospirillum rubrum ATCC 11170
1932778.4	Mucilaginibacter sp. YBJ-36
232.58	Alteromonas sp. strain HK-STAS-BACT-49
2527984.3	Planctomycetes bacterium Pan97
1917865.46	Sediminibacterium sp. strain Con.Enr.2019-5
2737664.4	Enterococcus sp. MMGLQ5-2
2606681.3	Ramlibacter sp. RBP-2
2576606.3	Duncaniella sp. B8
2171755.3	Rhodobacteraceae bacterium BAR1
2816855.3	Cognatishimia sp. F0-27
2884263.3	Aquihabitans sp. Kera 3
2941339.3	Veillonella sp. DSM 105313 Veillonella_sp_nov1_DSM105313
2880968.10	Neobacillus sp. JJ-79 CIP111885
39960.3	Erythrobacter litoralis strain DSM 8509
2886196.3	Lentisphaerae bacterium WC36
301148.7	Caldibacillus debilis strain ZCTH6_d
2770550.3	Leucobacter sp. cx-328
2851567.3	Modestobacter sp. L9-4
2899727.5	Peptoniphilus sp. Marseille-Q5883
363885.3	Luteimonas panaciterrae strain Gsoil 068
2932246.3	Leucobacter sp. H21R-36
35755.3	Corynebacterium kutscheri strain DSM 20755
312540.4	Acidiplasma cupricumulans strain BH2
2763260.3	Oceaniglobus trochenteri strain G4
2807653.3	Bradyrhizobium sp. U87765 SZCCT0048
2916755.3	Emticicia sp. 21SJ11W-3
382464.3	Verrucomicrobiae bacterium DG1235
2849669.3	Nocardioides sp. R-N-C8
396812.3	Fulvivirga kasyanovii strain JCM 16186
2795030.3	Inhella sp. 4Y17
2763669.3	Lachnospiraceae bacterium NSJ-38
33030.4	Peptoniphilus indolicus strain NCTC11088
2779401.3	Aurantimonas sp. VKM B-3413
2883565.11	Candidatus Elulimicrobium sp. strain SulCav_AS07-7_35_57
2811098.3	Rothia sp. ZJ1223
2933290.3	Agrococcus sp. SCSIO52902
2758037.3	Chryseobacterium sp. cx-624
2760807.12	Lewinellaceae bacterium strain HK-STAS-BACT-41
300028.6	Rhodococcus triatomae strain DSM 44893 strain not applicable
2925843.3	Lysobacter sp. S4-A87
2763042.3	Dysosmobacter sp. BX15
2886507.3	Hymenobacter sp. BT175
426117.7	Methylobacterium sp. 4-46
29549.13	Rhodothermus marinus strain SpSt-279
366522.7	Sulfurospirillum cavolei strain UCH003
2919919.4	Pseudomonas sp. A3.4
2852097.3	Rhodobacter sp. HSP-20
2812555.5	Sphingomonas arenae SYSU D00722
2875962.8	Candidatus Sulfidibacterium hydrothermale EPR1
384602.5	Micrococcus flavus strain DSM 19079
2817657.3	Streptomyces sp. ISL-1
386456.3	Methanobacterium arcticum strain M2
2878922.3	Rickettsia endosymbiont of Bryobia graminum strain moomin
2781011.3	Polynucleobacter sp. IMCC 30228
2907155.6	Lysobacter sp. GX 14042
349106.9	Psychrobacter sp. PRwf-1
2936507.4	Synechococcus sp. A10-1-5-1
279828.4	Microcella alkaliphila strain JAM AC0309 strain JAM-AC0309
2886691.3	Tessaracoccus sp. OS52
2913560.3	Aestuariivivens sp. MTV5-3
2916839.3	Lysobacter sp. M2-1
2911516.5	Gordonia sp. HY002
300560.5	Isoptericola halotolerans strain CG 23
401619.11	Candidatus Riesia pediculicola strain BR-HL
323259.15	Methanospirillum hungatei JF-1
2876565.10	Aeromicrobium sp. Leaf350
2814294.3	Shewanella sp. FJAT-51800
2830659.3	Clostridiaceae bacterium Marseille-Q4149
2755040.3	Pusillimonas sp. CC-YST705
2845385.10	Paenibacillus sp. CECT 9249
2922716.3	Fundidesulfovibrio sp. SG60
2816857.3	Jiella sp. CQZ9-1
2779352.3	Pseudoflavonifractor sp. DSM 107456
2760807.13	Lewinellaceae bacterium strain HK-STAS-BACT-37
